imageset,imagename,imagewidth,imageheight,class,difficulty,pose,truncated,xmin,xmax,ymin,ymax
test,000293,500,375,person,0,Right,1,13,65,20,192
test,000293,500,375,person,0,Right,1,140,175,33,133
test,000293,500,375,person,0,Unspecified,1,171,200,40,116
test,000293,500,375,person,0,Unspecified,1,479,500,49,76
test,000293,500,375,car,0,Unspecified,0,1,456,2,318
test,000293,500,375,car,0,Unspecified,1,68,122,62,99
test,000295,500,333,boat,0,Unspecified,0,362,404,195,246
test,000295,500,333,boat,1,Unspecified,0,418,439,159,176
test,000297,500,468,cow,0,Rear,0,103,249,120,395
test,000297,500,468,person,0,Unspecified,0,269,366,176,399
test,000297,500,468,person,0,Unspecified,0,226,319,178,365
test,000299,500,375,sofa,1,Unspecified,1,1,150,127,242
test,000299,500,375,chair,1,Unspecified,1,179,280,248,323
test,000299,500,375,person,0,Frontal,0,160,290,118,337
test,000299,500,375,bottle,1,Unspecified,1,100,111,210,234
test,000299,500,375,person,0,Frontal,1,62,83,45,69
test,000299,500,375,person,0,Frontal,1,86,112,45,69
test,000299,500,375,person,1,Unspecified,1,1,29,57,88
test,000300,375,500,car,0,Frontal,0,37,337,192,447
test,000301,375,500,car,0,Unspecified,0,8,375,295,487
test,000301,375,500,car,0,Right,1,15,106,318,365
test,000301,375,500,car,1,Unspecified,1,1,26,335,361
test,000309,500,375,bird,0,Right,0,105,325,170,298
test,000310,500,375,person,0,Frontal,1,270,352,122,374
test,000310,500,375,person,0,Frontal,1,167,277,103,375
test,000310,500,375,person,0,Unspecified,0,54,90,163,240
test,000310,500,375,person,0,Unspecified,1,118,135,146,162
test,000313,500,375,car,0,Unspecified,0,7,81,193,233
test,000313,500,375,car,0,Unspecified,0,74,140,194,235
test,000313,500,375,car,0,Unspecified,0,136,196,196,236
test,000313,500,375,car,0,Unspecified,0,208,259,199,238
test,000313,500,375,car,0,Frontal,0,281,330,199,239
test,000313,500,375,car,0,Unspecified,0,360,419,202,245
test,000313,500,375,car,0,Unspecified,0,422,493,203,247
test,000314,500,333,sofa,0,Left,1,355,500,171,330
test,000314,500,333,chair,0,Frontal,0,212,298,178,293
test,000314,500,333,chair,1,Unspecified,1,199,226,124,142
test,000314,500,333,chair,1,Unspecified,1,256,292,142,199
test,000314,500,333,chair,1,Unspecified,1,273,293,126,149
test,000314,500,333,chair,0,Unspecified,1,288,315,132,202
test,000314,500,333,chair,0,Unspecified,1,194,245,135,206
test,000314,500,333,chair,1,Unspecified,1,181,200,128,200
test,000314,500,333,diningtable,0,Unspecified,0,196,308,134,210
test,000315,375,500,person,0,Frontal,1,51,324,195,500
test,000315,375,500,person,0,Frontal,1,2,112,133,500
test,000315,375,500,person,0,Frontal,1,284,375,99,500
test,000316,500,375,aeroplane,0,Unspecified,0,337,404,179,211
test,000319,500,332,horse,0,Right,0,31,312,80,291
test,000319,500,332,horse,0,Unspecified,0,316,374,183,250
test,000319,500,332,person,0,Right,0,155,229,49,220
test,000324,500,375,dog,0,Frontal,1,33,358,104,246
test,000326,500,375,bird,0,Rear,0,189,295,98,236
test,000327,500,375,bottle,0,Unspecified,0,305,333,27,127
test,000327,500,375,diningtable,0,Unspecified,1,1,500,89,375
test,000327,500,375,chair,1,Unspecified,1,204,281,31,92
test,000327,500,375,chair,1,Unspecified,1,397,458,58,138
test,000327,500,375,chair,1,Unspecified,1,465,500,96,199
test,000327,500,375,chair,1,Unspecified,1,37,73,56,92
test,000327,500,375,chair,1,Unspecified,1,1,53,89,204
test,000330,480,349,person,0,Right,0,188,304,46,208
test,000330,480,349,horse,0,Right,0,82,388,53,333
test,000333,500,333,train,0,Unspecified,1,1,367,39,270
test,000335,375,500,bottle,0,Unspecified,0,4,361,80,374
test,000339,500,375,chair,0,Unspecified,1,1,235,6,230
test,000339,500,375,person,0,Unspecified,1,2,214,110,372
test,000339,500,375,person,0,Frontal,0,208,302,184,373
test,000339,500,375,person,0,Frontal,0,301,472,90,358
test,000339,500,375,person,0,Left,1,362,500,174,375
test,000341,500,337,bus,0,Rear,0,313,393,113,200
test,000341,500,337,person,1,Unspecified,0,429,441,158,192
test,000341,500,337,person,0,Frontal,0,412,430,154,190
test,000341,500,337,car,0,Left,1,383,500,199,297
test,000341,500,337,car,0,Rear,0,193,312,137,222
test,000341,500,337,car,0,Unspecified,0,48,177,148,215
test,000341,500,337,car,0,Unspecified,1,1,102,204,337
test,000342,500,375,tvmonitor,1,Unspecified,0,2,427,97,341
test,000342,500,375,person,0,Frontal,1,95,328,136,319
test,000345,500,375,cow,0,Left,0,249,499,119,280
test,000346,500,375,bottle,0,Unspecified,0,124,230,107,343
test,000346,500,375,person,0,Unspecified,0,137,497,78,375
test,000346,500,375,person,0,Unspecified,1,89,129,202,247
test,000346,500,375,person,0,Frontal,1,72,111,209,259
test,000348,500,334,person,0,Unspecified,0,213,281,102,324
test,000348,500,334,person,0,Unspecified,0,266,322,111,265
test,000348,500,334,person,0,Unspecified,1,307,334,128,181
test,000348,500,334,motorbike,0,Left,0,101,382,144,306
test,000350,500,334,boat,1,Unspecified,0,101,121,141,171
test,000350,500,334,boat,1,Unspecified,0,105,176,162,190
test,000350,500,334,boat,0,Unspecified,0,167,247,145,189
test,000351,332,220,car,0,Unspecified,0,1,330,28,156
test,000353,500,375,motorbike,0,Unspecified,0,79,441,29,356
test,000353,500,375,motorbike,1,Unspecified,0,44,96,45,78
test,000353,500,375,motorbike,1,Unspecified,1,117,149,55,84
test,000356,318,480,person,0,Frontal,1,86,251,116,322
test,000356,318,480,horse,0,Frontal,0,122,218,170,480
test,000357,500,357,bird,0,Left,1,29,500,1,356
test,000358,500,400,car,0,Unspecified,1,89,387,100,284
test,000358,500,400,person,0,Unspecified,0,23,110,33,287
test,000360,500,375,cow,0,Unspecified,1,64,500,42,375
test,000360,500,375,cow,1,Unspecified,1,1,166,59,375
test,000360,500,375,cow,1,Unspecified,1,4,429,4,77
test,000360,500,375,cow,1,Unspecified,1,1,362,1,33
test,000361,500,375,car,0,Rear,0,217,286,188,234
test,000361,500,375,car,0,Unspecified,1,467,500,117,146
test,000362,500,333,dog,0,Frontal,0,163,287,26,267
test,000364,500,375,motorbike,0,Left,0,54,454,25,315
test,000364,500,375,motorbike,0,Left,0,318,489,37,161
test,000364,500,375,person,0,Left,1,369,458,1,130
test,000365,366,500,cat,0,Frontal,1,112,344,136,378
test,000366,375,500,diningtable,0,Unspecified,0,79,266,174,486
test,000366,375,500,chair,0,Right,1,16,115,185,411
test,000366,375,500,chair,0,Left,1,242,371,206,431
test,000368,333,500,person,0,Left,0,50,272,21,482
test,000369,500,375,bottle,0,Unspecified,0,181,216,259,375
test,000369,500,375,diningtable,1,Unspecified,1,26,468,275,375
test,000369,500,375,person,0,Frontal,1,96,429,89,277
test,000369,500,375,person,0,Unspecified,1,231,500,91,375
test,000369,500,375,person,0,Unspecified,1,1,120,92,375
test,000371,500,333,boat,0,Rear,1,248,406,179,248
test,000375,500,375,boat,0,Unspecified,1,3,489,1,340
test,000376,500,333,sheep,0,Right,0,229,265,150,175
test,000377,500,375,person,0,Frontal,0,115,201,73,228
test,000377,500,375,person,0,Frontal,1,181,270,90,221
test,000377,500,375,person,0,Frontal,1,203,315,149,263
test,000377,500,375,person,0,Frontal,1,90,210,158,266
test,000377,500,375,person,0,Unspecified,1,22,121,80,255
test,000377,500,375,person,0,Unspecified,1,386,493,77,253
test,000377,500,375,person,0,Unspecified,1,339,406,89,294
test,000377,500,375,person,0,Unspecified,1,284,355,99,270
test,000377,500,375,chair,0,Unspecified,0,375,481,228,375
test,000377,500,375,chair,0,Left,0,378,500,265,375
test,000377,500,375,diningtable,0,Unspecified,1,1,383,250,375
test,000378,212,320,horse,0,Unspecified,0,46,208,67,318
test,000378,212,320,person,0,Unspecified,0,48,160,4,212
test,000383,500,375,bird,0,Right,1,64,398,46,374
test,000383,500,375,bird,0,Left,1,2,144,15,350
test,000384,500,333,sofa,0,Left,0,174,454,27,292
test,000385,500,375,chair,0,Left,1,154,281,194,372
test,000385,500,375,chair,0,Frontal,1,373,500,173,322
test,000386,500,375,cow,0,Left,0,287,432,155,266
test,000386,500,375,cow,0,Left,1,137,204,166,236
test,000386,500,375,person,0,Frontal,1,68,178,130,375
test,000388,332,500,person,0,Frontal,1,2,175,125,497
test,000388,332,500,person,0,Frontal,1,138,329,6,500
test,000389,327,435,pottedplant,1,Unspecified,0,76,118,207,269
test,000389,327,435,pottedplant,0,Unspecified,1,7,194,256,434
test,000390,500,408,car,0,Frontal,0,8,492,64,401
test,000392,500,332,horse,0,Right,0,100,355,96,324
test,000392,500,332,person,0,Unspecified,0,198,286,58,197
test,000393,500,332,person,0,Left,0,235,309,51,222
test,000393,500,332,horse,0,Left,0,157,426,106,294
test,000397,375,500,tvmonitor,0,Frontal,0,142,213,206,261
test,000397,375,500,chair,0,Rear,0,271,313,192,273
test,000397,375,500,chair,1,Unspecified,1,347,374,266,359
test,000397,375,500,chair,1,Unspecified,1,3,97,431,500
test,000397,375,500,pottedplant,0,Unspecified,0,32,64,186,249
test,000397,375,500,pottedplant,0,Unspecified,0,1,37,153,249
test,000398,500,442,train,0,Frontal,0,78,396,1,417
test,000399,500,333,bicycle,0,Left,0,23,479,15,296
test,000401,500,375,cat,0,Unspecified,0,215,485,156,375
test,000401,500,375,cat,0,Right,1,1,202,113,259
test,000402,500,333,car,0,Right,0,12,393,184,324
test,000402,500,333,car,1,Unspecified,1,421,467,165,199
test,000402,500,333,car,1,Unspecified,1,2,119,160,224
test,000405,338,500,person,0,Frontal,0,16,312,39,479
test,000409,332,500,person,0,Frontal,1,44,332,19,290
test,000410,332,500,horse,0,Left,0,131,251,228,315
test,000410,332,500,dog,1,Unspecified,0,239,278,265,337
test,000410,332,500,person,0,Right,0,16,66,189,348
test,000410,332,500,person,0,Frontal,0,271,306,224,318
test,000412,500,333,horse,0,Left,0,66,366,127,333
test,000412,500,333,horse,0,Left,1,57,395,100,316
test,000413,500,375,person,0,Unspecified,0,139,270,149,344
test,000413,500,375,person,0,Unspecified,1,68,128,288,375
test,000413,500,375,person,0,Unspecified,1,1,73,209,375
test,000413,500,375,horse,0,Unspecified,1,159,443,6,364
test,000413,500,375,person,1,Unspecified,1,293,469,171,375
test,000413,500,375,person,1,Unspecified,1,149,329,266,375
test,000413,500,375,person,1,Unspecified,1,125,171,304,368
test,000414,500,375,tvmonitor,0,Unspecified,0,58,242,56,234
test,000414,500,375,person,0,Frontal,1,118,206,88,187
test,000414,500,375,bottle,0,Unspecified,0,263,300,100,215
test,000415,500,375,car,0,Unspecified,0,12,490,105,279
test,000418,500,375,aeroplane,0,Unspecified,0,2,458,40,374
test,000421,500,375,tvmonitor,0,Unspecified,1,2,192,53,248
test,000421,500,375,person,0,Left,1,292,500,18,375
test,000422,500,446,dog,0,Unspecified,1,10,500,16,446
test,000422,500,446,dog,1,Unspecified,1,118,242,187,380
test,000422,500,446,person,1,Unspecified,1,1,95,1,322
test,000422,500,446,person,1,Unspecified,1,293,500,2,434
test,000423,500,375,person,0,Frontal,0,51,122,80,266
test,000423,500,375,person,0,Unspecified,1,367,461,92,315
test,000425,500,333,car,0,Unspecified,1,1,500,3,333
test,000426,500,375,bird,0,Right,0,165,274,177,258
test,000429,500,375,pottedplant,0,Unspecified,0,33,85,255,296
test,000429,500,375,pottedplant,1,Unspecified,1,466,500,205,261
test,000429,500,375,person,0,Unspecified,1,2,61,249,375
test,000432,500,374,cow,0,Left,0,220,275,202,239
test,000432,500,374,cow,0,Left,0,316,376,203,239
test,000434,480,383,horse,0,Left,1,95,425,73,263
test,000434,480,383,person,0,Unspecified,0,187,291,44,208
test,000436,500,375,bird,0,Right,0,36,351,119,263
test,000437,500,375,person,0,Unspecified,0,324,380,96,231
test,000437,500,375,person,0,Unspecified,0,97,139,142,219
test,000440,500,333,car,0,Unspecified,0,37,459,82,305
test,000441,500,332,train,0,Unspecified,0,161,315,103,248
test,000442,500,375,cat,0,Frontal,1,35,500,2,375
test,000444,332,500,boat,0,Left,0,2,332,2,325
test,000444,332,500,person,1,Unspecified,1,106,204,210,291
test,000445,500,302,horse,0,Right,0,266,475,86,252
test,000445,500,302,horse,0,Right,0,135,318,70,255
test,000445,500,302,horse,0,Right,1,1,173,68,268
test,000445,500,302,person,0,Unspecified,0,38,128,46,154
test,000445,500,302,person,0,Unspecified,1,125,188,43,101
test,000445,500,302,person,0,Unspecified,0,192,263,48,150
test,000445,500,302,person,0,Unspecified,0,334,414,70,157
test,000447,500,344,bottle,0,Unspecified,0,226,279,156,318
test,000447,500,344,bottle,1,Unspecified,1,183,199,111,150
test,000447,500,344,person,0,Unspecified,0,35,279,42,184
test,000449,500,375,boat,0,Right,1,1,500,1,298
test,000449,500,375,person,0,Left,0,416,480,61,193
test,000449,500,375,person,1,Unspecified,1,295,340,143,196
test,000449,500,375,person,0,Rear,1,210,306,118,208
test,000449,500,375,person,0,Unspecified,1,129,199,94,209
test,000451,500,333,sheep,0,Right,1,7,462,15,330
test,000452,500,375,sofa,0,Right,0,50,295,121,338
test,000452,500,375,chair,1,Unspecified,1,474,500,140,284
test,000453,500,333,person,0,Left,1,267,305,139,181
test,000453,500,333,car,0,Left,0,9,483,121,294
test,000455,500,332,person,0,Left,0,213,302,35,212
test,000455,500,332,horse,0,Left,0,125,500,79,306
test,000456,500,375,bus,0,Unspecified,0,92,425,43,303
test,000456,500,375,person,0,Frontal,1,121,174,117,160
test,000457,332,500,person,0,Unspecified,1,1,304,99,500
test,000458,500,375,sheep,0,Unspecified,0,107,384,125,325
test,000458,500,375,person,0,Left,0,201,388,39,337
test,000458,500,375,person,1,Unspecified,1,1,80,1,348
test,000458,500,375,person,0,Unspecified,1,34,120,1,234
test,000458,500,375,sheep,1,Unspecified,1,177,307,1,36
test,000465,500,375,car,0,Right,1,1,500,134,316
test,000466,500,375,bird,0,Left,1,241,344,104,258
test,000467,500,331,motorbike,1,Unspecified,1,487,500,131,158
test,000467,500,331,motorbike,0,Right,1,370,472,123,176
test,000467,500,331,motorbike,0,Unspecified,0,291,349,129,205
test,000467,500,331,motorbike,0,Rear,0,217,284,148,229
test,000467,500,331,motorbike,1,Unspecified,1,189,235,150,215
test,000467,500,331,motorbike,0,Rear,0,87,168,141,265
test,000467,500,331,person,0,Unspecified,0,404,455,72,152
test,000467,500,331,person,0,Unspecified,0,295,362,81,186
test,000467,500,331,person,0,Rear,0,208,288,80,211
test,000467,500,331,person,0,Unspecified,1,184,245,79,199
test,000467,500,331,person,0,Rear,0,89,177,84,233
test,000471,500,375,car,0,Rear,0,40,463,71,321
test,000472,500,375,bird,0,Left,0,1,445,49,375
test,000473,500,375,aeroplane,0,Right,0,415,460,120,153
test,000475,500,375,sheep,0,Left,0,213,343,153,259
test,000475,500,375,horse,0,Unspecified,0,328,363,85,133
test,000475,500,375,horse,1,Unspecified,0,365,400,82,131
test,000475,500,375,sheep,1,Unspecified,1,1,25,101,160
test,000478,500,333,dog,0,Right,0,180,454,96,243
test,000479,374,500,person,0,Unspecified,0,34,374,2,500
test,000481,500,357,boat,0,Unspecified,0,277,500,164,319
test,000481,500,357,boat,0,Unspecified,1,12,322,140,298
test,000481,500,357,boat,0,Unspecified,1,1,185,164,272
test,000485,500,333,person,0,Frontal,1,10,475,112,333
test,000485,500,333,motorbike,1,Unspecified,1,233,443,86,267
test,000485,500,333,motorbike,1,Unspecified,1,94,183,149,242
test,000487,500,376,chair,0,Frontal,1,343,482,248,376
test,000487,500,376,chair,0,Frontal,1,35,182,253,376
test,000487,500,376,chair,0,Rear,1,181,253,176,336
test,000487,500,376,chair,1,Unspecified,1,101,169,179,264
test,000487,500,376,chair,0,Left,1,259,302,152,229
test,000488,500,375,car,0,Unspecified,0,34,480,102,315
test,000490,500,333,sofa,1,Unspecified,1,251,497,206,331
test,000490,500,333,person,0,Unspecified,0,100,184,77,281
test,000490,500,333,person,0,Unspecified,1,130,250,74,319
test,000490,500,333,person,0,Unspecified,1,252,339,191,284
test,000490,500,333,person,0,Unspecified,1,245,500,121,333
test,000490,500,333,dog,1,Unspecified,1,4,79,246,312
test,000493,500,341,person,0,Frontal,1,28,158,61,341
test,000493,500,341,person,0,Unspecified,1,138,221,83,341
test,000493,500,341,person,0,Unspecified,1,210,306,71,341
test,000493,500,341,person,0,Unspecified,1,295,400,36,341
test,000493,500,341,person,0,Unspecified,1,347,472,25,341
test,000495,500,335,bird,0,Unspecified,0,104,400,16,266
test,000497,500,500,motorbike,0,Left,0,6,418,203,472
test,000497,500,500,person,0,Left,0,157,298,170,462
test,000497,500,500,person,0,Frontal,1,340,389,178,258
test,000497,500,500,person,0,Frontal,0,399,423,238,305
test,000497,500,500,person,0,Unspecified,0,439,468,220,302
test,000502,500,375,person,0,Frontal,1,1,500,1,357
test,000504,500,412,cow,0,Unspecified,1,341,500,102,406
test,000504,500,412,person,0,Frontal,1,36,79,34,123
test,000504,500,412,person,0,Unspecified,1,2,36,44,120
test,000504,500,412,person,0,Unspecified,1,29,41,42,64
test,000505,500,333,car,0,Unspecified,0,197,398,58,161
test,000505,500,333,car,0,Frontal,0,245,405,79,204
test,000505,500,333,car,0,Unspecified,0,158,386,158,287
test,000506,375,500,sofa,1,Unspecified,1,4,375,40,351
test,000506,375,500,dog,0,Unspecified,1,75,226,291,476
test,000506,375,500,person,1,Unspecified,1,272,375,108,500
test,000506,375,500,person,1,Unspecified,1,1,167,133,500
test,000506,375,500,person,0,Frontal,1,48,325,4,500
test,000507,500,375,car,0,Right,0,1,500,135,375
test,000507,500,375,person,0,Unspecified,0,187,295,49,231
test,000507,500,375,person,0,Left,1,293,350,91,220
test,000507,500,375,person,0,Unspecified,1,284,397,192,284
test,000507,500,375,person,0,Unspecified,1,117,164,154,219
test,000507,500,375,person,0,Unspecified,1,160,199,167,218
test,000507,500,375,person,0,Unspecified,1,61,124,156,263
test,000507,500,375,person,0,Frontal,1,16,78,168,270
test,000507,500,375,person,0,Unspecified,1,71,126,101,201
test,000507,500,375,person,0,Unspecified,1,409,488,181,284
test,000507,500,375,person,0,Unspecified,1,389,412,185,216
test,000507,500,375,person,0,Left,1,11,42,131,200
test,000507,500,375,person,0,Left,1,2,22,139,174
test,000507,500,375,person,0,Left,1,1,18,214,284
test,000507,500,375,person,0,Unspecified,1,264,305,158,207
test,000510,500,375,chair,1,Unspecified,1,141,185,235,272
test,000510,500,375,chair,1,Unspecified,1,234,275,235,271
test,000510,500,375,chair,1,Unspecified,1,316,353,239,281
test,000510,500,375,chair,1,Unspecified,1,359,386,249,375
test,000510,500,375,chair,0,Right,1,44,130,244,371
test,000510,500,375,chair,0,Right,1,58,162,259,375
test,000510,500,375,chair,0,Rear,1,157,249,271,375
test,000510,500,375,chair,0,Unspecified,1,259,373,266,375
test,000510,500,375,diningtable,0,Unspecified,1,109,322,268,375
test,000511,500,335,train,0,Unspecified,0,109,284,143,225
test,000512,500,375,bus,0,Unspecified,0,20,423,79,357
test,000517,500,375,cat,0,Unspecified,1,190,349,114,270
test,000517,500,375,bottle,0,Unspecified,1,187,216,225,340
test,000517,500,375,dog,0,Frontal,1,25,154,238,375
test,000517,500,375,person,0,Unspecified,1,196,358,38,374
test,000521,500,333,aeroplane,0,Unspecified,0,247,327,125,250
test,000527,500,375,person,0,Unspecified,0,384,426,160,238
test,000527,500,375,person,1,Unspecified,0,359,401,143,211
test,000527,500,375,person,0,Unspecified,0,232,286,156,254
